Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
6279.0,January-82,9052.9,villa,residential,Outskirts,irregular,2,50857,1,0.1849618953688621,1979,0.0,highway,56,1,8,,Yes, No
12077.3,Sep-1979,3410.6,duplex,commercial,Border,irregular,3,21326,1,0.6967726187764502,1970,0.0,street,59,4,8,NA,Yes,NA
12837.5,March-1977,11657.5,flat,residential,Border,irregular,4,39435,3,0.6785826458063801,1974,0.0,street,21,1,5,NA,No,NA
7137.2,July-1996,8141.0,villa,residential,Border,rectangle,1,39671mts,5,0.1342261797622316,1993,0.0,street,53,1,5,,Yes, No
12389.6,Nov-1975,3862.5,flat,residential,Center,rectangle,3,23132,6,0.7437261519497634,1969,0.0,alley,82,4,3,NA,No,NA
6024.8,March-77,8950.9,villa,residential,Outskirts,irregular,5,53699mts,4,0.21014783573016305,1967,1975.0,highway,27,2,6,,Yes, No
6746.9,May-1985,8068.1,villa,residential,Outskirts,trapezoid,2,65523,7,0.6406792092088606,1981,0.0,highway,18,5,1,,Yes, No
7820.2,January-74,9094.5,villa,residential,Outskirts,rectangle,1,57648,1,0.4445555759943878,1974,0.0,highway,16,5,10,NA,Yes,Yes
13765.5,Sep-1992,1189.7,open land,residential,Outskirts,trapezoid,1,60682,7,0.15922636736442208,1980,,highway,69,1,6,F,NA,NA
12073.3,July-73,6595.1,duplex,commercial,Border,irregular,3,37141mts,2,0.46176926235751725,1961,1971.0,highway,51,2,8,NA,No,NA
8554.1,September-96,11969.7,villa,residential,Center,trapezoid,2,16633,5,0.24462929614721896,1988,0.0,street,16,1,5,,Yes,Yes
18844.6,April-85,2396.7,flat,residential,Outskirts,trapezoid,1,79529mts,1,0.12602202238137483,1973,1983.0,highway,73,1,4,NA,No,NA
12347.2,Jan-1976,10231.2,flat,commercial,Border,rectangle,4,21803mts,7,0.37058675484368586,1960,1969.0,highway,92,4,3,NA,No,NA
14335.1,Jan-2009,9021.8,flat,commercial,Border,trapezoid,1,27264,2,0.04430221489137265,2001,0.0,highway,1,3,8,NA,No,NA
12023.5,February-84,1188.6,duplex,commercial,Center,irregular,2,4827mts,1,0.5201029838326409,1984,0.0,alley,55,1,5,NA,No,NA
12852.2,September-2002,1497.0,open land,residential,Border,irregular,5,39187,2,0.9906107624756033,1995,0.0,highway,66,5,4,C,NA,NA
12487.0,December-1996,2349.7,duplex,residential,Outskirts,rectangle,1,57836,9,0.5082101225673747,1988,0.0,highway,18,1,3,,No,NA
12095.1,Oct-1976,4871.3,flat,commercial,Center,irregular,5,11768,9,0.979340652538498,1961,1971.0,alley,37,3,7,NA,No,NA
13034.6,Dec-1980,1685.8,open land,residential,Outskirts,trapezoid,4,79844,5,0.01994746300789263,1967,0.0,highway,37,4,5,C,NA,
14629.3,June-1996,5634.6,land,industrial,Border,irregular,1,26216,7,0.7482435253919062,1991,0.0,street,12,5,9,F,NA,
6433.9,May-1995,3803.9,villa,residential,Outskirts,rectangle,1,80382mts,8,0.46833321000102657,1990,0.0,highway,67,5,4,NA,Yes,Yes
5528.1,June-1986,1969.0,villa,residential,Outskirts,trapezoid,3,52983,2,0.718088750209515,1980,0.0,highway,87,1,8,NA,Yes, No
11709.5,June-1977,9019.0,flat,commercial,Outskirts,irregular,2,75804,6,0.27919631418128743,1959,1970.0,highway,93,1,7,NA,No,NA
11399.8,March-1992,3358.1,flat,commercial,Border,irregular,1,28896,7,0.9715243232326675,1992,0.0,street,42,4,4,,No,NA
16357.3,October-1998,6814.9,land,industrial,Center,rectangle,5,10308,2,0.9828630339116186,1988,0.0,alley,51,1,8,F,NA,NA
13394.7,November-1971,1379.8,open land,industrial,Center,rectangle,4,8151mts,7,0.511493655470836,1960,0.0,street,80,1,7,F,NA,
12261.8,January-2002,1161.2,flat,residential,Outskirts,rectangle,4,60640mts,7,0.1516307054071826,1992,2000.0,highway,54,1,4,NA,Yes,
13438.8,May-93,1962.6,open land,industrial,Center,irregular,4,24521,9,0.062422083507165604,1977,0.0,alley,16,3,8,C,NA,NA
13393.3,Nov-2001,6692.6,duplex,commercial,Center,irregular,1,5599,4,0.6107535020431657,1982,1992.0,alley,90,5,7,NA,No,NA
7615.9,October-78,10966.6,villa,residential,Outskirts,rectangle,1,78911,6,0.24468645779248088,1976,0.0,highway,54,2,7,NA,Yes,Yes
13647.2,April-1995,3443.1,villa,residential,Outskirts,rectangle,2,64138,2,0.049596479545258254,1985,1996.0,highway,47,4,3,,Yes,Yes
11547.7,December-2005,908.5,duplex,commercial,Outskirts,irregular,1,60655mts,5,0.29469596623545136,1987,1996.0,highway,94,2,9,NA,No,
12931.2,November-1986,3636.3,duplex,residential,Center,trapezoid,3,20822,10,0.23778766590515987,1968,1979.0,alley,46,3,4,NA,No,NA
12031.9,March-74,5615.9,flat,residential,Border,irregular,2,27259,2,0.03616842695681799,1972,0.0,street,1,3,10,NA,No,NA
8305.9,Mar-1976,11866.5,villa,residential,Center,trapezoid,5,6120,3,0.5530673113751812,1966,1974.0,street,26,5,9,NA,Yes,Yes
14673.4,October-2009,6264.0,open land,industrial,Border,irregular,1,36137mts,9,0.18067018885803987,2004,,street,46,5,7,F,NA,NA
12967.7,November-74,4279.6,land,commercial,Outskirts,irregular,4,78575mts,7,0.3306357585213364,1972,0.0,highway,32,5,7,C,NA,NA
11094.6,Jun-1983,1619.8,flat,commercial,Border,rectangle,2,37038,6,0.7004223821748455,1967,1975.0,highway,81,3,3,,No,NA
6812.2,June-99,8221.2,villa,residential,Outskirts,rectangle,1,62776,10,0.18749986261422003,1998,0.0,highway,64,1,2,NA,Yes, No
12432.9,August-1970,3716.9,flat,commercial,Border,trapezoid,5,33011mts,10,0.3361119341004495,1969,0.0,highway,0,4,8,,Yes,NA
12223.7,June-1981,2076.5,flat,residential,Outskirts,irregular,1,54659,2,0.5294416115404736,1980,0.0,highway,0,5,10,NA,Yes,NA
5639.6,March-1982,1572.4,villa,residential,Center,irregular,3,17236,3,0.17077371086339177,1965,1974.0,alley,56,1,10,NA,Yes, No
10930.3,January-1982,1719.4,duplex,commercial,Border,irregular,2,29412,5,0.005082642329701792,1965,1976.0,highway,72,4,7,NA,No,NA
13804.2,February-1998,9528.4,duplex,residential,Border,trapezoid,5,21885,2,0.8473204312753114,1997,0.0,highway,70,4,3,NA,No,NA
21318.2,April-1986,4098.7,open land,residential,Border,rectangle,3,35780,10,0.48278482609541506,1976,0.0,street,60,2,2,F,NA,NA
13739.1,December-1977,7926.0,duplex,commercial,Outskirts,rectangle,5,70740,5,0.2024699360830735,1972,0.0,highway,79,2,9,NA,Yes,NA
6968.0,May-1985,11608.8,villa,residential,Center,irregular,5,18101mts,4,0.7747451542290313,1973,1984.0,street,27,3,1,NA,Yes, No
7648.4,May-1973,10658.8,villa,residential,Outskirts,trapezoid,5,59613,9,0.6272646996203456,1972,0.0,highway,20,4,10,,Yes,Yes
13375.8,May-1979,11088.4,flat,residential,Border,rectangle,4,31308,1,0.21463855026282042,1966,1977.0,highway,41,2,5,NA,No,NA
7442.0,December-1997,9007.7,villa,residential,Border,irregular,4,31148mts,2,0.6288299158577594,1994,0.0,street,3,4,8,,Yes,Yes
12696.1,December-1975,7066.7,duplex,commercial,Center,trapezoid,4,10156,8,0.04728575785220224,1975,0.0,street,64,5,1,NA,No,NA
12473.8,Aug-1989,3583.3,duplex,commercial,Outskirts,rectangle,2,67707,9,0.8219059042890738,1977,1987.0,highway,75,3,6,NA,No,NA
12109.5,Feb-1988,882.2,flat,residential,Border,rectangle,1,32214,1,0.11785317306892917,1972,1983.0,street,80,1,10,NA,Yes,
14846.6,May-2009,5210.2,land,residential,Outskirts,irregular,5,79734,8,0.737902726148003,2005,,highway,21,5,2,F,NA,NA
5031.7,November-1976,4422.5,villa,residential,Border,irregular,4,25916,6,0.5794699223762475,1975,0.0,highway,77,1,8,,Yes,Yes
15955.0,Mar-1984,11834.9,land,commercial,Outskirts,trapezoid,2,78317,2,0.4931040380892523,1965,0.0,highway,60,3,5,F,NA,
6925.7,May-1994,10702.4,villa,residential,Center,irregular,4,5911,7,0.8694620499288608,1982,1993.0,street,49,2,2,,Yes,Yes
14184.0,February-2004,11530.3,flat,commercial,Outskirts,irregular,2,80330,7,0.421811550376313,1989,2000.0,highway,17,4,6,NA,Yes,NA
6865.3,October-1984,4209.2,villa,residential,Center,trapezoid,1,2210mts,2,0.9989563126525903,1981,0.0,alley,76,1,6,NA,Yes,Yes
12885.2,September-1987,11917.2,flat,residential,Outskirts,trapezoid,5,66634mts,10,0.07124387376272012,1980,0.0,highway,99,1,3,NA,No,NA
14417.0,December-1997,7414.2,duplex,residential,Center,trapezoid,4,17590,7,0.9110978230524515,1990,0.0,alley,69,4,1,,Yes,NA
5708.2,May-1991,5603.3,villa,residential,Border,trapezoid,5,38820,10,0.7265575823456497,1989,0.0,highway,81,1,1,,Yes, No
16456.9,May-1994,10273.3,open land,industrial,Center,trapezoid,2,5496mts,5,0.15394226967072255,1993,,street,23,5,7,F,NA,NA
5955.8,October-2002,981.4,villa,residential,Border,trapezoid,5,38349,8,0.3312644897628205,1995,0.0,street,72,5,9,,Yes, No
11388.4,October-1971,1754.9,flat,residential,Outskirts,trapezoid,5,65429,8,0.39507109959253206,1965,0.0,highway,9,1,6,,No,NA
13513.6,February-1983,6930.7,open land,industrial,Outskirts,trapezoid,5,58745,8,0.8415966586521458,1975,0.0,highway,49,3,3,C,NA,
13924.7,February-89,1868.0,open land,industrial,Center,irregular,5,11407,5,0.1928564959628486,1982,,alley,39,5,4,F,NA,NA
12713.2,December-75,2780.8,land,commercial,Center,irregular,5,20862mts,8,0.3172013228077599,1968,0.0,street,21,2,5,C,NA,
12665.4,May-80,6414.2,flat,residential,Border,rectangle,1,34126,5,0.16158517932652827,1973,0.0,street,37,3,7,,No,NA
14177.4,March-76,6552.9,open land,industrial,Outskirts,trapezoid,1,64578,9,0.2507655778216288,1960,0.0,highway,10,4,2,F,NA,NA
14256.4,April-2001,4181.8,villa,residential,Border,trapezoid,5,22762,10,0.38245204802954325,1997,0.0,street,22,5,9,NA,Yes,Yes
13345.8,December-1981,10227.4,duplex,residential,Outskirts,rectangle,3,60651mts,10,0.1374267412741904,1965,1973.0,highway,69,2,1,NA,Yes,
15412.6,Dec-1995,8069.6,land,residential,Center,rectangle,1,20964,3,0.21892043946860196,1983,,street,88,5,10,C,NA,
12556.0,February-2007,2000.3,flat,residential,Outskirts,trapezoid,3,60107,6,0.9582667229025379,2004,0.0,highway,55,1,8,NA,No,NA
6772.1,Sep-1980,11701.5,villa,residential,Border,irregular,5,39345,5,0.16337561243154008,1971,0.0,highway,74,1,10,NA,Yes,Yes
14643.8,June-2000,3715.9,land,commercial,Center,rectangle,5,7246mts,1,0.92710763329015,1984,0.0,street,32,5,4,C,NA,NA
7117.7,July-83,9341.9,villa,residential,Outskirts,rectangle,1,62445mts,3,0.5784306828273864,1976,0.0,highway,44,5,3,NA,Yes, No
15859.5,February-2009,11904.5,open land,industrial,Border,irregular,1,30432mts,4,0.46458566031587334,2001,0.0,street,29,2,6,F,NA,NA
13858.1,August-1997,11939.2,duplex,residential,Outskirts,irregular,5,55933,3,0.10229108926402108,1996,0.0,highway,80,3,9,NA,No,NA
20159.7,April-1977,6826.9,duplex,residential,Border,rectangle,4,23970,7,0.2550112160598371,1966,1974.0,highway,83,3,5,NA,Yes,NA
13832.4,November-1990,10123.4,land,residential,Border,irregular,5,40248,9,0.20339877546720075,1981,0.0,highway,27,4,1,C,NA,NA
5756.3,February-1976,5252.7,villa,residential,Border,trapezoid,1,40318,5,0.688508271581586,1968,0.0,highway,29,4,1,NA,Yes, No
7993.9,Mar-1977,10612.5,villa,residential,Center,trapezoid,1,25225mts,8,0.4605496949177582,1972,0.0,alley,38,5,5,NA,Yes, No
13370.4,January-96,9106.8,open land,commercial,Border,irregular,4,25541,9,0.176275557113306,1996,0.0,highway,83,1,2,C,NA,NA
15092.2,October-1970,4380.9,land,industrial,Center,trapezoid,1,18883,3,0.5149916720117335,1952,,alley,7,3,8,F,NA,
5790.8,May-1989,5020.7,villa,residential,Outskirts,irregular,1,56172,8,0.4019774706716942,1984,0.0,highway,35,2,9,NA,Yes, No
13562.1,May-98,9017.7,flat,residential,Border,trapezoid,2,31009,7,0.48141957689624215,1979,1990.0,highway,23,1,3,NA,Yes,NA
12152.6,January-1986,5955.4,flat,commercial,Outskirts,irregular,4,57770,4,0.5814141825389687,1984,0.0,highway,37,1,9,NA,No,NA
13590.8,December-1993,9587.7,open land,residential,Outskirts,irregular,5,60434,5,0.6390409141482398,1975,,highway,96,5,3,C,NA,NA
13101.2,August-1988,5714.7,flat,residential,Center,trapezoid,4,10091,10,0.04439290403877272,1987,0.0,street,97,3,9,NA,Yes,NA
14834.4,December-1986,3780.1,open land,residential,Border,trapezoid,1,25380mts,7,0.40039766051672065,1981,,highway,13,5,8,F,NA,NA
13286.7,July-2004,7183.4,duplex,residential,Outskirts,rectangle,1,70889,9,0.8410841342458457,1991,1999.0,highway,94,5,2,,No,
11125.0,May-1970,1549.9,duplex,residential,Outskirts,irregular,4,78471,9,0.0684408235982995,1951,1962.0,highway,10,5,2,NA,Yes,
20499.0,April-71,11897.8,duplex,commercial,Center,irregular,3,11971,10,0.8859796573156213,1967,0.0,street,79,5,7,NA,No,NA
13262.9,May-1986,8245.2,flat,commercial,Outskirts,trapezoid,3,70314,1,0.2607352269336042,1976,1986.0,highway,37,4,6,NA,No,
21566.2,April-1983,1403.8,open land,residential,Outskirts,rectangle,2,73566mts,2,0.48425800694488486,1971,0.0,highway,70,2,9,F,NA,NA
13341.6,February-1993,5180.2,flat,commercial,Center,rectangle,1,11412,5,0.7469159203559006,1981,1990.0,street,51,3,9,NA,No,NA
11997.5,June-1970,1365.6,flat,commercial,Outskirts,trapezoid,4,78659mts,6,0.3939715134388718,1967,0.0,highway,20,5,6,NA,Yes,
14136.4,October-1985,8593.1,open land,residential,Outskirts,irregular,1,65897mts,4,0.7252392549252185,1970,0.0,highway,52,4,10,C,NA,NA
7148.1,December-1989,10172.8,villa,residential,Border,trapezoid,1,35962mts,8,0.5321116623999024,1985,0.0,highway,60,4,5,NA,Yes, No
12105.3,August-1977,996.0,duplex,commercial,Outskirts,trapezoid,2,74693,9,0.902908281296956,1977,0.0,highway,61,5,4,,Yes,NA
14621.1,July-1989,7815.6,duplex,residential,Outskirts,rectangle,3,54567,5,0.3236869363038378,1987,0.0,highway,11,4,9,NA,Yes,NA
14469.4,May-95,2602.8,open land,commercial,Center,irregular,5,5626,3,0.3406891269328415,1985,0.0,alley,96,5,8,F,NA,NA
13769.7,November-2006,4064.1,duplex,commercial,Outskirts,rectangle,5,55758,3,0.39368758442075424,1994,2002.0,highway,19,5,2,NA,Yes,NA
13983.0,October-01,4898.2,open land,commercial,Outskirts,rectangle,3,50034mts,4,0.6286798178409716,1983,0.0,highway,77,5,4,C,NA,NA
15625.0,November-2006,10432.2,duplex,residential,Center,trapezoid,5,3257mts,6,0.02589068882023904,2000,0.0,alley,73,3,8,NA,Yes,NA
13198.6,January-1986,4252.9,open land,commercial,Outskirts,rectangle,2,64160,10,0.24154817874602563,1967,,highway,53,2,3,C,NA,
12850.0,February-80,9081.4,duplex,residential,Border,irregular,4,37602,4,0.7427626271506216,1974,0.0,street,18,2,5,,No,NA
16156.5,Jul-1977,11093.5,land,commercial,Center,rectangle,5,2297,2,0.2664612351066591,1958,,alley,22,4,10,C,NA,NA
12586.7,December-1987,1189.9,duplex,residential,Center,irregular,1,10669,5,0.4347489500442422,1975,1986.0,alley,24,3,10,NA,No,
13128.9,June-2005,855.5,duplex,commercial,Center,trapezoid,5,13194mts,2,0.16549477201777052,1998,0.0,street,88,5,10,,No,NA
13287.2,August-1975,8207.0,flat,commercial,Center,trapezoid,2,23764mts,9,0.29669961101225417,1972,0.0,street,48,3,4,,Yes,NA
23965.8,April-1993,11954.4,land,industrial,Center,rectangle,4,20986,2,0.8656486827828375,1976,,street,35,2,5,F,NA,NA
5595.3,March-1982,5596.2,villa,residential,Outskirts,irregular,2,74342mts,1,0.538193965101388,1978,0.0,highway,94,3,8,NA,Yes, No
13609.1,November-1994,6595.2,duplex,commercial,Center,irregular,3,17047,1,0.6106371953928567,1976,1985.0,alley,94,3,6,NA,Yes,NA
13583.3,September-1973,10646.2,flat,commercial,Center,rectangle,3,25206mts,7,0.6253906279083389,1970,0.0,street,47,4,4,,No,NA
5747.5,August-1992,2232.4,villa,residential,Border,rectangle,2,21366,7,0.48601063496839103,1977,1988.0,street,39,2,6,NA,Yes, No
11944.9,May-1981,3264.7,flat,commercial,Border,rectangle,3,38738,5,0.7160419233349576,1971,1982.0,street,54,1,7,,No,NA
7425.7,September-2002,7905.9,villa,residential,Center,trapezoid,4,11207,9,0.10971974190533818,1983,1991.0,street,28,1,4,NA,Yes,Yes
14917.2,April-2006,8157.6,villa,residential,Outskirts,trapezoid,5,80413,8,0.4720257597126314,2006,0.0,highway,10,3,2,,Yes, No
13097.9,May-2009,7841.0,flat,residential,Center,irregular,1,10410,1,0.07764463628391904,2005,0.0,street,59,4,3,,No,NA
6156.7,September-1991,808.6,villa,residential,Center,rectangle,4,17421,4,0.25867213192857275,1972,1980.0,alley,83,1,5,NA,Yes,Yes
13989.6,December-1980,7584.8,duplex,commercial,Center,trapezoid,5,15382mts,2,0.19934246055079752,1961,1972.0,alley,73,2,10,NA,No,NA
7701.0,June-2009,7162.6,villa,residential,Center,rectangle,3,22790mts,6,0.9970921442725337,1996,2007.0,street,58,4,3,NA,Yes, No
13938.0,March-1978,11233.5,flat,commercial,Center,rectangle,4,25208,4,0.19674664226852667,1966,1976.0,street,31,5,4,NA,No,
13894.0,July-1977,5601.7,land,residential,Border,rectangle,1,28385,1,0.6504772007802957,1963,,highway,57,5,7,C,NA,
14682.0,November-2002,3529.4,open land,industrial,Center,trapezoid,1,4795,1,0.5152321639718407,1995,0.0,street,11,1,9,C,NA,NA
12022.3,December-79,5382.5,flat,commercial,Outskirts,rectangle,1,63372mts,7,0.319298021624967,1961,1970.0,highway,15,4,1,NA,No,NA
13052.3,November-1981,6434.9,duplex,residential,Center,rectangle,1,4969,6,0.9555982453525627,1965,1976.0,street,84,2,1,,Yes,NA
19292.8,April-1981,3226.2,flat,commercial,Center,irregular,2,10005,4,0.11162943497352251,1974,0.0,alley,93,5,5,NA,Yes,NA
8290.8,February-98,10327.4,villa,residential,Center,trapezoid,2,9355,3,0.9686816556466582,1992,0.0,street,12,3,2,,Yes,Yes
14642.5,January-1993,9537.6,open land,residential,Outskirts,rectangle,1,73225,6,0.1988252577253663,1981,0.0,highway,47,2,1,C,NA,NA
6295.6,August-1970,8221.6,villa,residential,Outskirts,irregular,2,78099mts,2,0.534044228033386,1959,1970.0,highway,1,4,7,NA,Yes, No
14719.2,August-2007,7976.7,land,residential,Border,trapezoid,4,37674mts,3,0.15219475281357797,1989,0.0,street,98,2,8,C,NA,
12120.5,October-74,8226.3,flat,residential,Border,irregular,3,30681mts,1,0.6479581574412946,1967,0.0,street,60,1,10,NA,No,NA
8261.9,January-2009,11718.7,villa,residential,Outskirts,trapezoid,5,65811mts,10,0.4745760964434056,2006,0.0,highway,6,2,1,NA,Yes,Yes
14614.9,February-2000,7443.3,land,industrial,Outskirts,trapezoid,2,55383,6,0.8882404515113487,1984,0.0,highway,78,3,1,F,NA,NA
7263.6,May-1986,8246.1,villa,residential,Center,trapezoid,3,23493,8,0.10938179268516335,1972,1983.0,street,44,4,7,NA,Yes, No
13220.6,November-99,7220.8,flat,commercial,Outskirts,trapezoid,2,60678,7,0.6508804988075726,1990,0.0,highway,83,3,10,NA,No,NA
8682.4,February-2004,9000.8,villa,residential,Center,trapezoid,5,24213,1,0.6170313671666325,1995,0.0,street,6,3,6,NA,Yes,Yes
11462.9,February-1980,3114.1,duplex,commercial,Border,irregular,5,35580mts,4,0.7093857215476548,1964,1974.0,highway,28,5,4,NA,No,NA
11933.9,June-1995,2592.0,flat,residential,Outskirts,trapezoid,1,63782,4,0.5710986450272652,1977,1986.0,highway,64,1,1,NA,Yes,
12937.0,October-1994,6625.7,duplex,residential,Border,irregular,4,34620mts,4,0.8775936213538795,1987,0.0,highway,24,4,1,NA,Yes,NA
13760.8,November-2000,2346.1,open land,commercial,Center,trapezoid,2,16421mts,8,0.48415952972494636,1997,,street,96,5,5,C,NA,NA
4938.1,August-1992,4259.8,villa,residential,Outskirts,irregular,3,67858,10,0.11525213262719103,1987,0.0,highway,93,4,4,NA,Yes, No
14469.3,July-1988,7638.2,open land,commercial,Center,irregular,1,4373,8,0.07494355831223942,1982,0.0,street,17,4,10,C,NA,NA
13469.3,October-1990,3619.8,open land,commercial,Center,irregular,5,9734mts,10,0.04892847740086459,1978,0.0,alley,15,3,3,C,NA,
6220.3,Aug-1973,5650.1,villa,residential,Outskirts,trapezoid,2,52438,4,0.3441415650895193,1958,1967.0,highway,1,5,4,NA,Yes,Yes
13468.2,August-2009,6808.3,flat,residential,Border,irregular,5,34983mts,10,0.2819096586135267,2008,0.0,highway,23,4,9,NA,Yes,
13807.9,November-1990,7722.7,open land,commercial,Outskirts,irregular,5,60879mts,9,0.23850624994751246,1989,0.0,highway,21,3,5,C,NA,NA
13493.8,November-1976,10391.1,duplex,commercial,Border,rectangle,1,32120mts,1,0.8805182944785513,1968,0.0,street,48,3,2,NA,No,NA
14187.9,Jan-2008,3240.2,duplex,residential,Center,rectangle,3,11518mts,2,0.021591921992113572,1998,2007.0,street,28,3,5,NA,Yes,
14920.6,July-2001,11232.9,open land,industrial,Border,irregular,2,39711,7,0.4208835778987712,1994,,street,12,4,8,C,NA,NA
14245.1,September-02,1921.1,land,commercial,Outskirts,irregular,4,68062mts,6,0.17269213861278554,1991,,highway,26,1,10,F,NA,NA
5350.6,Oct-2006,2204.3,villa,residential,Border,irregular,5,28704,2,0.6105171676811494,1988,1996.0,street,71,5,4,,Yes,Yes
14624.4,January-1973,11386.2,duplex,commercial,Center,irregular,1,24268,3,0.5879013395758848,1966,0.0,alley,48,1,10,NA,Yes,NA
11966.1,November-1981,1427.6,duplex,commercial,Center,irregular,4,21933,4,0.7039081976387133,1970,1979.0,alley,49,4,4,NA,No,
21534.1,April-1991,2905.8,open land,commercial,Center,irregular,4,7195,4,0.7860871481159162,1976,0.0,alley,0,1,10,C,NA,
12465.2,January-1987,2223.2,duplex,commercial,Outskirts,rectangle,3,73510mts,1,0.5312607197946868,1971,1979.0,highway,32,4,3,NA,No,NA
14897.2,October-03,8549.4,duplex,residential,Center,rectangle,4,2191,5,0.005988531955673948,1988,1999.0,street,17,2,5,NA,Yes,NA
5989.1,September-2008,1615.4,villa,residential,Border,trapezoid,4,35863,6,0.21591002730693787,1991,2001.0,street,0,1,2,NA,Yes, No
12591.3,January-1989,2370.4,duplex,commercial,Outskirts,trapezoid,4,75884,6,0.8990360088931736,1976,1986.0,highway,65,5,3,NA,Yes,NA
8266.6,Jan-1992,8875.6,villa,residential,Center,rectangle,1,2251,4,0.9878040387483064,1987,0.0,alley,5,2,1,,Yes,Yes
13038.9,December-1984,11719.4,duplex,residential,Outskirts,irregular,5,54748,8,0.4689080561912088,1979,0.0,highway,28,3,2,NA,No,NA
15193.0,May-00,6547.7,open land,residential,Border,rectangle,3,36083mts,1,0.9160928258537608,1991,0.0,highway,31,1,9,C,NA,
12670.4,December-99,5755.0,flat,residential,Border,trapezoid,5,34389,7,0.2398731831661859,1982,1991.0,street,65,4,2,,Yes,NA
6484.2,October-2003,1605.0,villa,residential,Border,rectangle,5,32214,10,0.1299422337004511,1991,1999.0,street,5,3,9,NA,Yes, No
14001.4,August-1996,8575.7,duplex,commercial,Border,trapezoid,3,37337mts,8,0.9285142903829499,1979,1989.0,street,50,3,5,NA,Yes,NA
14996.6,July-1989,11481.9,open land,commercial,Outskirts,irregular,1,77049mts,7,0.8690496826005267,1985,0.0,highway,23,5,7,C,NA,NA
7512.1,July-1994,9495.9,villa,residential,Center,rectangle,5,7655mts,9,0.3115030861150706,1990,0.0,alley,92,4,1,,Yes, No
13833.4,November-1987,10206.8,open land,commercial,Outskirts,irregular,1,71438,3,0.1707605992621294,1974,0.0,highway,86,3,5,C,NA,NA
5458.1,December-1978,8024.2,villa,residential,Border,irregular,1,32763mts,7,0.3057066642842359,1978,0.0,highway,77,5,2,NA,Yes,Yes
12929.5,October-1979,8882.2,duplex,commercial,Outskirts,irregular,3,68471,8,0.362193892299435,1968,1978.0,highway,79,2,9,NA,Yes,NA
6516.6,October-1988,7831.2,villa,residential,Border,irregular,1,29004mts,2,0.2486980871661738,1974,1984.0,street,6,4,6,NA,Yes,Yes
13174.2,February-2005,3593.1,open land,industrial,Border,irregular,2,30406,3,0.8648205750654998,1989,0.0,highway,6,2,4,C,NA,NA
14459.4,September-1971,8097.6,open land,industrial,Border,rectangle,2,28797mts,6,0.40411947374055246,1959,0.0,highway,4,1,2,F,NA,NA
16589.5,October-2003,4614.0,open land,commercial,Center,trapezoid,1,21803mts,7,0.5952322517797033,1988,0.0,alley,18,5,10,F,NA,NA
15462.0,January-1999,6238.0,open land,residential,Border,trapezoid,1,39455,1,0.868732973289811,1991,,highway,97,1,10,F,NA,NA
6839.7,September-1989,8689.9,villa,residential,Outskirts,rectangle,4,67053mts,3,0.3988990799602524,1976,1984.0,highway,64,4,2,NA,Yes, No
13294.4,July-1984,5073.5,open land,commercial,Center,irregular,1,25119,10,0.27980442047764753,1977,,alley,75,2,3,C,NA,NA
12499.8,July-1974,6064.6,flat,commercial,Outskirts,rectangle,5,57147mts,1,0.05970759035318762,1973,0.0,highway,48,1,2,NA,Yes,
16307.9,November-1987,11749.9,open land,commercial,Center,rectangle,3,17869,7,0.8276389021860044,1984,,alley,40,2,6,C,NA,NA
14445.1,Oct-1990,2327.1,open land,commercial,Center,rectangle,1,11866mts,4,0.861474885158046,1973,0.0,alley,55,4,7,C,NA,
5512.6,July-1973,6732.8,villa,residential,Border,trapezoid,4,26609,9,0.1760956251557234,1973,0.0,street,77,3,3,NA,Yes, No
12222.9,November-1971,3056.6,duplex,commercial,Center,irregular,1,21701mts,4,0.8291686821254158,1967,0.0,street,48,1,7,NA,Yes,NA
21018.4,April-1994,3154.5,duplex,residential,Border,rectangle,4,30257,9,0.7012176783424541,1980,1990.0,highway,0,3,10,NA,Yes,
12848.6,January-72,10465.6,duplex,residential,Border,irregular,1,37104,9,0.25625014128457246,1960,1971.0,street,88,1,10,NA,Yes,NA
15168.0,October-2007,8738.9,duplex,residential,Center,irregular,2,12580,2,0.022961782610541936,2004,0.0,alley,25,5,7,NA,Yes,NA
14326.9,July-1989,8725.0,open land,commercial,Border,trapezoid,3,34971,7,0.4228161246949188,1976,0.0,highway,53,4,4,C,NA,
13407.0,Jul-1994,6135.6,duplex,commercial,Center,irregular,3,5554,10,0.9789323283922033,1991,0.0,alley,70,2,10,NA,No,NA
14575.5,Nov-2007,5260.2,open land,industrial,Outskirts,trapezoid,3,71743mts,3,0.8034773532569479,2002,0.0,highway,65,4,8,C,NA,NA
13774.4,August-1982,9705.5,land,commercial,Border,irregular,3,20110,2,0.7497262324589287,1966,,highway,43,4,5,C,NA,
13576.1,March-1994,8904.7,duplex,residential,Center,irregular,4,2652,3,0.13033960705405911,1984,1994.0,street,31,4,1,,Yes,
13601.4,September-1980,11436.6,duplex,commercial,Border,trapezoid,1,25342,7,0.6271102730530426,1971,0.0,street,83,4,2,NA,Yes,NA
14152.2,April-1998,5467.7,villa,residential,Outskirts,trapezoid,5,50140,2,0.7523599448064219,1993,0.0,highway,58,2,6,NA,Yes,Yes
